replication,batch_id,station,product,volume_in_m3,volume_out_m3,scrap_m3,enter_buffer_time_h,start_process_time_h,end_process_time_h,setup_time_h,birth_time_h,source_aserradero_batch_id
0,9,aserradero,P2,29.688,14.548,15.14,34.876764413534936,35.61157344821179,37.03418294754564,0.49,37.03418294754564,9
0,3,secado,P3,15.116,14.515,0.601,23.08205475994108,31.900607501985423,37.369847027332995,1.41,23.08205475994108,6
0,10,aserradero,P2,29.755,14.521,15.234,35.221491076920465,37.03418294754564,38.59504448130513,0.0,38.59504448130513,10
0,3,drymill,P3,14.227,13.553,0.674,23.08205475994108,37.959847027333,39.10464890703563,0.59,23.08205475994108,6
0,11,aserradero,P2,31.844,15.558,16.286,35.48306047224231,38.59504448130513,40.16480682473601,0.0,40.16480682473601,11
0,2,impregnado,P3,13.575,13.575,0.0,23.082054759941077,39.10464890703563,40.40184180117319,0.0,23.082054759941077,6
0,12,aserradero,P2,19.223,9.653,9.57,35.83773637968608,40.16480682473601,41.13408072449002,0.0,41.13408072449002,12
0,4,secado,P3,15.553,14.747,0.806,35.121573448211784,37.369847027332995,42.976024867744606,0.0,35.121573448211784,8
0,4,drymill,P3,14.21,13.405,0.805,35.121573448211784,42.976024867744606,44.16566075278062,0.0,35.121573448211784,8
0,3,impregnado,P3,13.552,13.33,0.222,35.121573448211784,44.16566075278062,45.580306683862226,0.0,35.121573448211784,8
0,13,aserradero,P2,24.927,12.28,12.647,42.8578569412239,42.8578569412239,47.051419830308326,0.0,47.051419830308326,13
0,14,aserradero,P2,28.707,14.348,14.359,43.3218775568874,55.0,56.6156595273065,0.0,56.6156595273065,14
0,15,aserradero,P2,31.766,16.044,15.722,44.38854767767756,56.6156595273065,58.33012682049381,0.0,58.33012682049381,15
0,16,aserradero,P2,30.924,15.802,15.122,52.28360765954885,58.33012682049381,59.89696682322955,0.0,59.89696682322955,16
0,17,aserradero,P2,30.209,14.9,15.309,55.99039743233926,59.89696682322955,61.55767246604628,0.0,61.55767246604628,17
