replication,day,station,m3_in,m3_out,batches_processed
1,74,secado,80.396,79.537,1
1,75,aserradero,247.911,123.639,10
1,75,bano,37.782,37.698,4
1,75,drymill,75.668,71.221,2
1,75,secado,83.959,82.677,1
1,76,aserradero,28.752,14.055,1
1,76,secado,81.911,79.575,1
1,77,aserradero,264.55,131.963,10
1,77,bano,45.93,45.629999999999995,3
1,77,drymill,76.362,72.417,2
1,78,aserradero,211.624,106.193,8
1,78,bano,33.039,32.611000000000004,3
1,78,drymill,75.982,72.205,2
1,78,secado,78.475,75.315,1
1,79,aserradero,178.753,89.756,6
1,79,bano,15.678,15.678,1
1,79,drymill,59.56400000000001,55.917,2
1,79,secado,59.959,58.54,1
1,80,aserradero,219.889,109.86,9
1,80,bano,43.911,43.486,4
1,81,aserradero,228.395,115.367,9
1,81,bano,29.886,29.347,2
1,81,drymill,39.326,37.803,2
1,81,secado,42.536,42.055,1
1,82,aserradero,238.731,119.652,9
1,82,bano,59.585,58.518,4
1,82,drymill,79.445,75.831,2
1,82,secado,80.317,76.369,1
1,83,aserradero,31.109,15.706,1
1,83,secado,76.017,75.02,1
1,84,aserradero,211.561,105.314,8
1,84,drymill,77.56700000000001,75.207,2
1,85,aserradero,52.7,26.365000000000002,2
1,87,aserradero,155.114,76.84100000000001,5
1,87,bano,29.195,28.742,2
1,87,drymill,72.031,68.666,2
1,87,secado,77.215,76.654,1
1,88,aserradero,151.075,75.639,5
1,88,bano,14.942,14.942,1
1,88,drymill,74.97399999999999,71.541,2
1,88,secado,76.544,75.641,1
1,89,aserradero,179.141,91.16,6
1,89,bano,29.433999999999997,28.77,2
1,89,drymill,37.706,36.373,1
1,89,secado,65.774,63.159,1
1,90,drymill,21.924,20.887,1
1,90,secado,75.677,74.96799999999999,2
1,91,aserradero,239.73000000000002,119.106,8
1,91,bano,43.612,43.096000000000004,3
1,91,drymill,70.08,66.78999999999999,2
1,92,aserradero,271.48199999999997,136.255,9
1,92,bano,31.417,31.417,2
1,92,drymill,82.711,77.735,2
1,92,impregnado,77.441,76.15,2
1,92,secado,78.822,74.916,1
1,93,aserradero,266.767,133.958,9
1,93,bano,46.11,45.583,3
1,93,drymill,76.14,72.114,2
1,93,impregnado,72.041,71.678,2
1,93,secado,82.052,78.538,1
1,94,aserradero,272.868,137.226,9
1,94,bano,29.676000000000002,29.676000000000002,2
1,94,drymill,78.586,73.399,2
1,94,impregnado,77.12700000000001,76.15299999999999,2
1,94,secado,77.322,76.139,1
1,95,aserradero,183.144,91.943,6
1,95,bano,14.452,14.452,1
1,95,drymill,73.44200000000001,69.737,2
1,95,impregnado,77.73,75.907,2
1,95,secado,81.166,77.696,1
1,96,aserradero,122.237,60.696,4
1,96,bano,15.854,15.854,1
1,96,drymill,77.545,73.24600000000001,2
1,96,impregnado,35.59,34.431,1
1,96,secado,79.639,77.254,1
1,97,impregnado,33.565,33.565,1
1,98,aserradero,271.225,135.591,9
1,98,bano,45.622,44.592,3
1,98,drymill,82.013,77.537,2
1,98,impregnado,69.799,69.08500000000001,2
1,98,secado,79.441,78.261,1
1,99,aserradero,275.142,138.325,9
1,99,bano,60.263999999999996,59.358000000000004,4
1,99,drymill,82.924,77.88300000000001,2
1,99,impregnado,74.862,74.269,2
1,99,secado,78.284,76.149,1
1,100,aserradero,175.906,88.773,6
1,100,drymill,42.976,40.754,1
1,100,secado,82.085,77.652,1
1,101,aserradero,123.364,61.759,4
1,101,bano,14.835,14.835,1
1,101,drymill,76.693,72.735,2
1,101,impregnado,75.05799999999999,73.8,2
1,101,secado,77.015,73.868,1
1,102,aserradero,242.99599999999998,121.959,8
1,102,bano,29.424,29.061999999999998,2
1,102,drymill,60.702999999999996,57.952999999999996,2
1,102,impregnado,92.629,92.629,3
1,102,secado,21.036,19.899,1
1,103,aserradero,175.958,88.257,6
1,103,bano,62.037,61.99,4
1,103,drymill,74.908,70.856,2
1,103,secado,84.265,81.918,1
1,104,aserradero,31.667,15.656,1
1,104,secado,78.336,74.732,1
1,105,aserradero,237.15699999999998,118.30799999999999,8
1,105,bano,45.367,44.572,3
1,105,drymill,116.569,111.556,3
1,105,secado,84.684,81.664,1
1,106,aserradero,301.813,151.481,10
1,106,bano,30.271,29.889,2
1,106,drymill,34.81,32.334,1
1,107,aserradero,210.999,105.044,7
1,107,bano,31.39,30.607,2
1,107,drymill,77.56800000000001,74.2,2
1,107,secado,78.126,75.186,1
1,108,aserradero,178.229,89.225,6
1,108,bano,30.064,29.359,2
1,108,drymill,78.923,73.512,2
1,108,secado,75.509,73.486,1
1,109,aserradero,87.785,44.358999999999995,3
1,109,bano,14.67,14.67,1
1,109,drymill,42.803,41.024,1
1,109,secado,81.445,78.712,1
1,110,aserradero,179.434,90.356,6
1,110,bano,14.802,14.67,1
1,110,drymill,37.025,35.955,1
1,110,secado,83.368,82.352,1
1,112,aserradero,146.841,73.03,5
1,112,drymill,76.07300000000001,73.405,2
1,113,aserradero,183.072,90.923,6
1,113,bano,15.305,14.972,1
1,113,drymill,75.213,70.961,2
1,113,secado,85.546,84.156,1
1,114,aserradero,152.413,76.227,5
1,114,bano,13.876,13.475,1
1,114,drymill,75.826,72.06,2
1,114,secado,78.533,76.241,1
1,115,aserradero,58.735,29.320999999999998,2
1,116,aserradero,240.852,120.201,8
1,116,bano,45.19,45.19,3
1,116,drymill,78.666,75.274,2
1,116,secado,77.241,74.198,1
1,117,aserradero,146.389,72.645,5
1,117,bano,13.912,13.912,1
1,117,drymill,79.394,74.791,2
1,117,secado,79.006,77.177,1
1,118,aserradero,28.778,14.118,1
1,118,secado,75.736,73.235,1
1,119,aserradero,270.516,136.226,9
1,119,bano,89.107,87.489,6
1,119,drymill,77.26499999999999,73.971,2
1,120,aserradero,239.225,118.146,8
1,120,bano,75.517,73.799,5
1,120,drymill,77.306,72.85400000000001,2
1,120,secado,85.872,82.535,1
1,121,aserradero,243.451,121.69800000000001,8
1,121,bano,15.6,15.16,1
1,121,drymill,65.90700000000001,62.286,2
1,121,secado,73.46,71.315,1
1,122,aserradero,239.79,120.663,8
1,122,bano,45.798,45.352000000000004,3
1,122,drymill,86.191,82.326,4
1,122,secado,89.55099999999999,85.412,2
1,123,aserradero,122.64999999999999,61.37,4
1,123,bano,15.891,15.448,1
1,123,drymill,57.147000000000006,53.954,3
1,123,secado,59.313,57.534,3
1,124,aserradero,272.948,136.039,9
1,124,bano,59.46,59.09,4
1,125,secado,85.685,84.448,1
1,126,aserradero,268.594,133.294,9
1,126,bano,29.976,29.576,2
1,126,drymill,158.37,151.935,4
1,126,impregnado,73.876,71.548,2
1,126,secado,84.997,81.298,1
1,127,aserradero,118.321,59.016,4
1,127,bano,15.403,14.912,1
1,127,impregnado,72.963,71.68299999999999,2
1,128,aserradero,270.223,134.973,9
1,128,bano,44.527,44.232,3
1,128,drymill,79.458,75.536,2
1,128,impregnado,71.369,70.24600000000001,2
1,128,secado,74.429,73.5,1
1,130,aserradero,242.32999999999998,120.418,8
1,130,bano,46.519999999999996,45.998,3
1,130,drymill,79.78,76.374,2
1,130,impregnado,71.62700000000001,70.82300000000001,2
1,130,secado,78.139,77.138,1
1,131,aserradero,151.039,74.82900000000001,5
1,131,drymill,79.674,76.269,2
1,131,impregnado,74.507,73.798,2
1,131,secado,81.827,77.561,1
1,132,secado,74.141,72.803,1
1,133,aserradero,273.85699999999997,136.053,9
1,133,bano,60.218,59.329,4
1,133,drymill,77.021,71.773,2
1,133,impregnado,74.363,74.03,2
1,134,aserradero,245.969,122.864,8
1,134,bano,62.562,62.355,4
1,134,drymill,77.039,73.56,2
1,134,impregnado,74.11,72.107,2
1,134,secado,83.345,78.98,1
1,135,aserradero,150.62,75.86500000000001,5
1,135,drymill,80.769,76.884,2
1,135,impregnado,74.055,72.642,2
1,135,secado,77.19,76.729,1
1,137,aserradero,150.567,75.616,5
1,137,bano,14.113,14.038,1
1,137,drymill,77.995,73.221,4
1,137,impregnado,71.804,70.049,3
1,137,secado,81.30799999999999,78.694,3
1,138,aserradero,150.113,75.332,5
1,138,bano,13.987,13.841,1
1,139,secado,80.889,79.192,1
1,140,aserradero,274.118,136.567,9
1,140,bano,58.656,58.468,4
1,140,drymill,160.21699999999998,153.401,4
1,140,secado,80.061,78.653,1
1,141,aserradero,248.882,124.397,8
1,141,bano,75.383,74.843,5
1,141,drymill,81.663,76.975,2
1,141,secado,85.496,83.269,1
1,142,aserradero,234.41,117.908,8
1,142,bano,44.823,44.474000000000004,3
1,142,drymill,39.544,37.399,1
1,142,secado,80.937,78.82,1
1,143,aserradero,295.682,149.072,10
1,143,bano,46.488,46.488,3
1,143,drymill,36.036,34.32,1
1,143,secado,79.484,75.835,1
1,144,aserradero,270.195,134.549,9
1,144,bano,59.069,57.989999999999995,4
1,144,drymill,77.696,75.158,2
1,145,aserradero,266.531,133.454,9
1,145,bano,60.839,60.405,4
1,145,drymill,78.691,74.994,2
1,145,secado,81.077,78.912,1
1,146,secado,85.001,83.764,1
1,147,aserradero,262.517,131.53,9
1,147,bano,58.966,57.393,4
1,147,drymill,117.674,112.77199999999999,3
1,147,secado,79.44,78.081,1
1,148,aserradero,269.328,134.966,9
1,148,bano,75.609,74.397,5
1,148,drymill,38.909,37.659,1
1,148,secado,80.569,76.897,1
1,149,aserradero,275.828,137.365,9
1,149,bano,106.786,105.667,7
1,149,drymill,78.013,75.057,2
1,150,aserradero,271.396,136.16,9
1,150,bano,46.676,46.637,3
1,150,drymill,80.01599999999999,75.852,2
1,150,secado,74.666,72.163,1
1,151,aserradero,302.646,150.90800000000002,10
1,151,bano,43.056,42.25,3
1,151,drymill,81.89500000000001,77.773,2
1,151,secado,80.249,76.503,1
1,152,aserradero,209.677,104.943,7
1,152,bano,31.428,31.178,2
1,152,drymill,37.255,36.198,1
1,152,secado,77.79,76.511,1
1,153,drymill,40.414,38.831,1
1,154,aserradero,207.969,103.477,7
1,154,bano,15.889,15.76,1
1,154,secado,82.471,78.766,1
1,155,aserradero,261.362,131.738,9
1,155,bano,75.078,73.948,5
1,155,drymill,74.167,69.696,2
1,156,aserradero,212.131,105.598,7
1,156,bano,30.586,30.586,2
1,156,drymill,80.735,78.388,2
1,156,secado,81.915,79.332,1
1,157,aserradero,214.182,106.301,7
1,157,bano,15.639,15.639,1
1,157,drymill,76.77799999999999,73.074,2
1,157,secado,76.357,73.867,1
1,158,aserradero,117.953,58.458,4
1,158,bano,16.058,15.902,1
1,158,drymill,77.394,73.41399999999999,2
1,158,secado,77.69,77.242,1
1,159,aserradero,122.536,60.373999999999995,4
1,159,bano,15.121,14.861,1
1,159,drymill,39.83,37.007,1
1,159,secado,78.418,77.545,1
1,160,drymill,36.968,35.795,1
1,161,aserradero,271.763,136.312,9
1,161,bano,14.548,14.16,1
1,161,drymill,105.148,99.52199999999999,3
1,161,secado,104.04599999999999,99.072,2
1,162,aserradero,175.447,88.342,6
1,162,bano,29.987000000000002,29.987000000000002,2
1,162,drymill,57.848,55.569,2
1,162,secado,56.569,55.072,1
1,163,aserradero,145.945,72.84,5
1,163,bano,14.917,14.844,1
1,163,drymill,61.366,57.589,2
1,163,secado,56.5,55.432,1
1,164,aserradero,151.805,76.027,5
1,164,bano,14.881,14.881,1
1,164,drymill,73.22,69.365,4
1,164,secado,75.894,72.634,4
1,165,aserradero,266.773,132.687,9
1,165,bano,46.271,45.900999999999996,3
1,165,drymill,28.343,26.966,2
1,165,secado,31.068,29.594,2
1,166,aserradero,117.848,59.609,4
1,166,bano,15.258,15.124,1
1,166,drymill,77.10900000000001,74.92,2
1,166,impregnado,38.051,37.469,1
1,166,secado,76.048,72.812,1
1,167,aserradero,29.132,14.233,1
1,167,impregnado,33.365,32.872,1
1,167,secado,79.344,78.842,1
1,168,aserradero,219.3,110.263,7
1,168,drymill,73.39,69.24199999999999,2
1,168,impregnado,68.882,67.017,2
1,168,secado,82.464,81.512,1
1,169,aserradero,209.084,105.389,7
1,169,bano,16.044,15.528,1
1,169,drymill,77.751,73.399,2
1,169,impregnado,74.37100000000001,74.37100000000001,2
1,170,aserradero,212.206,106.669,7
1,170,bano,28.837,28.456,2
1,170,drymill,79.232,76.179,2
1,170,impregnado,77.396,75.512,2
1,170,secado,76.705,73.73,1
1,171,aserradero,241.34799999999998,120.375,8
1,171,bano,59.325,58.370000000000005,4
1,171,drymill,74.275,70.07499999999999,2
1,171,impregnado,73.956,72.767,2
1,171,secado,80.654,76.413,1
1,172,aserradero,186.607,94.21300000000001,6
1,172,bano,15.424,15.424,1
1,172,drymill,80.52,77.042,2
1,172,impregnado,40.656,40.656,1
1,172,secado,77.684,76.261,1
1,173,aserradero,150.38400000000001,74.44800000000001,5
1,173,bano,14.951,14.612,1
1,173,drymill,40.594,39.335,1
1,173,impregnado,34.752,34.622,1
1,173,secado,75.673,74.318,1
1,174,drymill,39.132,37.746,1
1,174,impregnado,77.15100000000001,75.462,2
1,174,secado,84.113,79.826,1
1,175,aserradero,239.255,119.337,8
1,175,bano,43.196,43.052,3
1,175,drymill,73.69800000000001,69.668,2
1,175,impregnado,74.55600000000001,72.655,2
1,176,aserradero,333.584,167.225,11
1,176,bano,72.607,72.021,5
1,176,drymill,123.723,117.193,4
1,176,impregnado,70.167,69.456,2
1,176,secado,131.899,129.73499999999999,2
1,177,aserradero,208.504,105.372,7
1,177,bano,15.381,15.381,1
1,177,impregnado,39.294,39.20099999999999,2
1,178,aserradero,265.866,134.206,9
1,178,bano,59.272999999999996,59.154,4
1,178,drymill,80.363,76.279,2
1,178,secado,74.316,71.46,1
1,179,aserradero,57.510000000000005,28.842,2
1,179,bano,16.084,15.562,1
1,179,drymill,39.729,37.942,1
1,179,secado,84.225,80.428,1
1,180,aserradero,175.344,87.941,6
1,180,bano,28.461,27.619,2
1,180,drymill,36.212,34.608,1
1,181,secado,74.684,73.327,1
1,182,aserradero,268.173,134.007,9
1,182,bano,31.194000000000003,31.144,2
1,182,drymill,122.61599999999999,116.708,3
1,182,secado,82.151,79.132,1
1,183,aserradero,178.985,90.44500000000001,6
1,183,bano,31.133,30.828,2
1,183,drymill,36.208,33.908,1
1,184,aserradero,262.275,132.156,9
1,184,bano,73.618,72.94,5
1,184,drymill,75.55699999999999,70.66,2
1,184,secado,80.988,77.272,1
1,185,aserradero,239.728,119.899,8
1,185,bano,15.903,15.718,1
1,185,drymill,76.85499999999999,73.226,2
1,185,secado,78.849,76.798,1
1,186,aserradero,147.39600000000002,72.94500000000001,5
1,186,bano,29.534,28.916,2
1,186,drymill,74.13,71.30799999999999,2
1,186,secado,74.443,71.364,1
1,187,aserradero,210.234,104.462,7
1,187,bano,45.57,44.784,3
1,187,drymill,38.919,37.48,1
1,187,secado,82.653,79.445,1
1,188,drymill,37.313,36.198,1
1,189,aserradero,239.714,120.254,8
1,189,bano,44.282,43.024,3
1,189,drymill,77.347,73.532,2
1,189,secado,82.386,78.787,1
1,190,aserradero,301.714,150.338,10
1,190,bano,13.932,13.932,1
1,190,drymill,77.83500000000001,74.146,2
1,190,secado,82.401,81.642,1
1,191,aserradero,206.314,103.31700000000001,7
1,191,bano,45.991,44.901,3
1,191,drymill,81.11500000000001,77.3,2
1,191,secado,76.324,74.251,1
1,192,aserradero,179.964,90.563,6
1,192,bano,14.913,14.913,1
1,192,drymill,73.209,70.04599999999999,2
1,192,secado,84.323,82.147,1
1,193,aserradero,90.633,45.444,3
1,193,drymill,75.265,71.455,2
1,193,secado,74.077,73.641,1
1,194,aserradero,235.132,117.906,8
1,194,bano,62.006,60.843,4
1,194,drymill,60.225,56.976,2
1,194,secado,60.104,58.729,2
1,195,secado,74.44800000000001,71.974,3
1,196,aserradero,269.944,135.189,9
1,196,bano,45.056,44.544,3
1,196,drymill,69.267,65.50200000000001,2
1,197,aserradero,240.25,120.011,8
1,197,bano,30.052,29.820999999999998,2
1,197,drymill,78.146,75.65299999999999,2
1,197,impregnado,72.792,72.545,2
1,197,secado,81.042,79.746,1
1,198,aserradero,212.062,106.158,7
1,198,drymill,75.21700000000001,71.136,2
1,198,impregnado,37.481,37.481,1
1,198,secado,79.62,77.121,1
1,199,impregnado,34.687,34.463,1
1,200,aserradero,270.69,135.387,9
1,200,bano,44.919,43.948,3
1,200,drymill,71.842,67.23,2
1,200,impregnado,72.742,71.737,2
1,200,secado,80.134,77.925,1
1,201,aserradero,176.78900000000002,89.477,6
1,201,bano,15.279,15.279,1
1,201,drymill,77.58500000000001,74.888,2
1,201,impregnado,68.738,68.526,2
1,201,secado,83.47,80.36,1
1,202,secado,84.499,82.7,1
1,203,aserradero,210.016,105.839,7
1,203,bano,14.603,14.488,1
1,203,drymill,117.947,112.324,3
1,203,impregnado,73.02600000000001,71.256,2
1,203,secado,78.693,75.58,1
1,204,aserradero,178.072,89.936,6
1,204,bano,14.592,14.511,1
1,204,drymill,37.37,35.257,1
1,204,impregnado,75.605,75.039,2
1,205,aserradero,181.647,91.103,6
1,205,bano,14.688,14.333,1
1,205,drymill,78.344,74.603,2
1,205,impregnado,72.80799999999999,71.775,2
1,205,secado,80.507,78.683,1
1,206,aserradero,182.792,90.801,6
1,206,bano,61.727000000000004,60.525,4
1,206,drymill,77.419,72.489,2
1,206,impregnado,68.755,67.35300000000001,2
1,206,secado,84.25,80.76,1
1,207,aserradero,179.774,89.916,6
1,207,bano,42.544,42.468,3
1,207,secado,79.76,78.626,1
1,208,aserradero,267.231,133.144,9
1,208,bano,60.611000000000004,59.763999999999996,4
1,208,drymill,74.699,70.378,2
1,208,impregnado,73.85300000000001,72.838,2
1,209,secado,84.138,81.498,1
1,210,aserradero,274.122,135.766,9
1,210,bano,15.6,15.538,1
1,210,drymill,152.486,146.13299999999998,4
1,210,impregnado,113.977,111.786,3
1,210,secado,74.629,72.704,1
1,211,aserradero,121.028,60.976,4
1,211,bano,15.932,15.932,1
1,211,drymill,78.926,75.38300000000001,3
1,211,impregnado,37.735,36.573,1
1,211,secado,75.127,72.396,2
1,212,aserradero,297.659,149.672,10
1,212,bano,45.353,44.905,3
1,212,drymill,13.787,13.048,1
1,212,impregnado,88.479,87.202,3
1,212,secado,15.044,14.515,1
1,213,aserradero,185.389,93.244,6
1,213,bano,14.642,14.642,1
1,213,drymill,80.664,76.239,2
1,213,secado,81.934,78.794,1
1,214,secado,80.524,79.619,1
1,215,aserradero,179.822,90.413,6
1,215,bano,14.541,14.388,1
1,215,drymill,42.194,40.615,1
1,216,drymill,39.073,37.801,1
1,216,secado,76.609,72.469,1
1,217,aserradero,275.105,137.21,9
1,217,bano,45.32,45.074,3
1,217,drymill,150.758,140.941,4
1,217,secado,80.441,78.4,1
1,218,aserradero,242.25,122.393,8
1,218,bano,59.494,58.833,4
1,218,drymill,78.845,76.32300000000001,2
1,218,secado,74.783,71.281,1
1,219,aserradero,238.983,119.306,8
1,219,bano,29.881,29.354,2
1,219,drymill,41.792,40.581,1
1,219,secado,82.935,82.281,1
1,220,aserradero,241.357,120.976,8
1,220,bano,30.871000000000002,30.524,2
1,220,drymill,34.953,32.424,1
1,221,aserradero,149.487,74.721,5
1,221,drymill,76.298,72.037,2
1,221,secado,82.995,81.253,1
1,222,aserradero,152.277,76.385,5
1,222,drymill,76.136,73.34,2
1,222,secado,74.371,73.834,1
1,223,secado,80.363,78.575,1
1,224,aserradero,274.03700000000003,136.769,9
1,224,bano,28.892000000000003,28.747,2
1,224,drymill,114.21000000000001,107.68700000000001,3
1,224,secado,79.22,75.125,1
1,225,aserradero,184.109,91.425,6
1,225,bano,29.45,28.515,2
1,225,drymill,39.606,37.007,1
1,226,aserradero,179.113,90.246,6
1,226,bano,16.04,16.04,1
1,226,drymill,80.325,77.512,2
1,226,secado,84.697,81.374,1
1,227,aserradero,181.87,90.527,6
1,227,bano,15.813,15.427,1
1,227,drymill,80.378,75.80799999999999,2
1,227,secado,85.969,84.502,1
1,228,aserradero,118.69,59.27,4
1,228,bano,15.458,14.939,1
1,228,drymill,39.517,37.186,1
1,228,secado,76.804,72.995,1
1,229,aserradero,87.246,43.022999999999996,3
1,229,drymill,38.231,36.256,1
1,230,secado,124.354,121.291,2
1,231,aserradero,245.597,121.489,8
1,231,bano,45.664,45.297,3
1,231,drymill,126.857,121.809,4
1,232,aserradero,298.311,150.266,10
1,232,bano,46.097,45.367000000000004,3
1,232,drymill,79.23,74.42699999999999,2
1,232,impregnado,76.554,75.644,2
1,232,secado,80.918,77.641,1
1,233,aserradero,294.527,147.133,10
1,233,bano,77.584,76.05,5
1,233,drymill,78.41900000000001,75.026,2
1,233,impregnado,72.038,71.626,2
1,233,secado,83.104,82.263,1
1,234,aserradero,180.46,89.475,6
1,234,bano,31.365000000000002,31.08,2
1,234,drymill,80.574,77.029,2
1,234,impregnado,39.313,39.268,1
1,234,secado,83.605,81.019,1
1,235,aserradero,178.472,88.544,6
1,235,bano,14.919,14.513,1
1,235,impregnado,38.364,37.68,1
1,235,secado,78.988,75.405,1
1,236,aserradero,149.654,75.538,5
1,236,bano,15.619,15.619,1
1,236,drymill,80.721,76.98400000000001,2
1,236,impregnado,75.60900000000001,73.906,2
1,237,secado,75.155,71.53,1
1,238,aserradero,243.228,121.238,8
1,238,bano,59.855999999999995,58.841,4
1,238,drymill,73.331,69.273,2
1,238,impregnado,74.44,72.134,2
1,239,aserradero,210.818,104.881,7
1,239,drymill,77.483,73.432,2
1,239,impregnado,73.389,72.281,2
1,239,secado,83.35,79.61,1
1,240,aserradero,208.60399999999998,105.778,7
1,240,bano,30.402,29.576,2
1,240,drymill,76.529,73.007,2
1,240,impregnado,73.38499999999999,71.62100000000001,2
1,240,secado,75.744,72.709,1
1,241,aserradero,93.287,46.672,3
1,241,bano,28.125,27.727,2
1,241,drymill,79.33,74.46600000000001,2
1,241,impregnado,40.34,39.638,1
1,241,secado,85.559,84.519,1
1,242,aserradero,147.934,74.062,5
1,242,bano,14.867,14.756,1
1,242,impregnado,34.033,34.033,1
1,243,aserradero,274.68399999999997,136.642,9
1,243,bano,88.217,87.752,6
1,243,drymill,105.139,99.148,3
1,243,impregnado,99.903,97.471,3
1,243,secado,113.55699999999999,108.852,2
1,244,secado,85.084,81.898,1
1,245,aserradero,262.867,131.544,9
1,245,bano,45.822,45.501000000000005,3
1,245,drymill,74.743,70.77,2
1,246,aserradero,265.405,131.831,9
1,246,bano,77.578,76.234,5
1,246,drymill,79.301,75.832,2
1,246,secado,84.358,81.873,1
1,247,aserradero,274.648,137.724,9
1,247,bano,43.936,43.423,3
1,247,drymill,73.852,70.06800000000001,2
1,247,secado,75.551,74.954,1
1,248,aserradero,297.663,148.795,10
1,248,bano,45.191,44.445,3
1,248,drymill,76.076,73.376,2
1,248,secado,84.266,83.58,1
1,249,aserradero,174.598,87.112,6
1,249,bano,30.18,29.896,2
1,249,drymill,40.94,38.974,1
1,249,secado,74.793,74.09,1
1,250,aserradero,148.351,75.088,5
1,250,bano,14.913,14.913,1
1,250,drymill,38.293,36.722,1
1,251,secado,78.26,77.216,1
1,252,aserradero,269.307,134.798,9
1,252,bano,60.571,59.926,4
1,252,drymill,161.07999999999998,154.478,4
1,252,secado,80.214,78.737,1
1,253,aserradero,302.512,151.743,10
1,253,bano,28.320999999999998,27.976,2
1,253,drymill,39.976,38.582,1
1,253,secado,85.062,81.437,1
1,254,aserradero,120.56,59.967,4
1,254,bano,14.728,14.484,1
1,254,drymill,37.389,35.046,1
1,255,aserradero,248.219,124.745,8
1,255,bano,29.567999999999998,28.981,2
1,255,drymill,74.063,70.358,2
1,255,secado,75.576,74.422,1
1,256,aserradero,152.952,75.662,5
1,256,drymill,78.162,74.378,2
1,256,secado,78.863,75.337,1
1,257,aserradero,150.18,74.494,5
1,257,bano,14.296,14.16,1
1,257,drymill,78.90100000000001,73.935,2
1,257,secado,74.067,72.946,1
1,258,secado,79.585,78.562,1
1,259,aserradero,236.944,117.826,8
1,259,bano,59.788,59.479,4
1,259,drymill,79.656,75.22,2
1,260,aserradero,297.869,149.926,10
1,260,bano,59.665,59.344,4
1,260,drymill,77.85499999999999,75.212,2
1,260,secado,74.977,71.608,1
1,261,aserradero,180.524,89.594,6
1,261,bano,30.67,30.366999999999997,2
1,261,drymill,78.478,73.644,2
1,261,secado,83.705,82.604,1
1,262,aserradero,88.889,44.819,3
1,263,aserradero,185.339,92.474,6
1,263,drymill,77.69900000000001,75.631,2
1,263,secado,74.539,72.654,1
1,264,aserradero,147.404,73.87100000000001,5
1,264,bano,15.18,14.831,1
1,264,drymill,76.568,73.296,2
1,264,secado,76.808,74.938,1
1,265,secado,84.152,82.766,1
1,266,aserradero,243.493,121.261,8
1,266,bano,59.494,58.226,4
1,266,drymill,77.936,73.654,2
1,267,aserradero,181.437,89.64,6
1,267,bano,44.586,43.769,3
1,267,drymill,118.791,114.20599999999999,3
1,267,secado,122.777,119.075,2
1,268,aserradero,296.383,147.173,10
1,268,bano,72.94200000000001,72.205,5
1,268,drymill,35.048,33.383,1
1,268,secado,29.178,29.001,1
1,269,aserradero,271.38599999999997,135.287,9
1,269,bano,58.422000000000004,57.837,4
1,270,aserradero,28.813,14.22,1
1,270,bano,15.976,15.976,1
1,270,secado,76.401,73.016,1
1,271,aserradero,178.49099999999999,88.48,6
1,271,bano,15.904,15.894,1
1,271,drymill,78.702,75.63,2
1,271,impregnado,71.311,70.936,2
1,272,secado,81.178,80.093,1
1,273,aserradero,269.831,134.139,9
1,273,bano,76.266,75.34100000000001,5
1,273,drymill,149.638,141.86700000000002,4
1,273,impregnado,115.64,114.69,3
1,273,secado,79.713,76.554,1
1,274,aserradero,237.205,117.169,8
1,274,bano,31.802999999999997,31.728,2
1,274,drymill,81.955,78.49199999999999,2
1,274,impregnado,31.383,30.937,1
1,274,secado,78.769,77.853,1
1,275,aserradero,212.457,105.43,7
1,275,bano,15.011,14.996,1
1,275,impregnado,76.268,75.541,2
1,275,secado,76.731,75.281,1
1,276,aserradero,240.891,119.788,8
1,276,bano,46.721999999999994,45.546,3
1,276,drymill,78.43799999999999,73.515,2
1,276,impregnado,70.81,70.166,2
1,277,aserradero,267.134,133.413,9
1,277,bano,44.829,44.608000000000004,3
1,277,drymill,74.709,72.50899999999999,2
1,277,impregnado,75.255,74.17,2
1,277,secado,75.538,72.243,1
1,278,aserradero,181.995,91.744,6
1,278,bano,28.84,28.041,2
1,278,drymill,73.925,71.275,2
1,278,impregnado,38.7,38.323,1
1,278,secado,82.083,78.973,1
1,279,impregnado,37.333,36.964,1
1,279,secado,85.328,82.403,1
1,280,aserradero,239.527,120.703,8
1,280,bano,29.765,29.408,2
1,280,drymill,77.58600000000001,74.634,2
1,280,impregnado,73.57,71.953,2
1,281,aserradero,235.703,117.164,8
1,281,bano,59.272999999999996,58.795,4
1,281,drymill,106.419,99.82900000000001,3
1,281,impregnado,102.107,101.00399999999999,3
1,281,secado,106.467,103.989,2
1,282,aserradero,209.928,104.725,7
1,282,bano,29.686,28.837,2
1,282,secado,77.533,76.43,1
1,283,aserradero,148.513,74.627,5
1,283,bano,14.379,14.167,1
1,283,drymill,77.519,72.901,2
1,284,aserradero,213.279,107.044,7
1,284,bano,28.319,28.011,2
1,284,drymill,78.18,74.137,2
1,284,secado,78.82,76.331,1
1,285,aserradero,148.761,74.66,5
1,285,bano,44.65,44.052,3
1,285,drymill,80.078,76.71600000000001,2
1,285,secado,85.326,81.478,1
1,286,aserradero,29.812,14.655,1
1,286,secado,81.792,80.459,1
1,287,aserradero,268.124,134.017,9
1,287,bano,43.848,43.522999999999996,3
1,287,drymill,81.083,76.211,2
1,287,secado,80.602,79.445,1
1,288,aserradero,242.447,120.91,8
1,288,bano,43.8,43.353,3
1,288,drymill,77.971,73.377,2
1,289,aserradero,60.387,30.036,2
1,290,aserradero,154.395,77.731,5
1,290,bano,14.022,14.022,1
1,290,drymill,76.825,71.63499999999999,2
