replication,day,station,m3_in,m3_out,batches_processed
2,223,secado,136.91,133.545,2
2,224,aserradero,243.37900000000002,121.453,8
2,224,bano,57.278,56.297000000000004,4
2,224,drymill,149.67,140.56099999999998,4
2,224,impregnado,113.53800000000001,113.10900000000001,3
2,224,secado,15.032,14.238,1
2,225,aserradero,272.898,136.5,9
2,225,bano,59.265,59.177,4
2,225,drymill,76.226,71.482,2
2,225,impregnado,26.139,26.139,1
2,225,secado,74.031,71.842,1
2,226,aserradero,274.783,137.383,9
2,226,bano,46.789,46.063,3
2,226,drymill,38.835,36.97,1
2,226,secado,80.737,79.08,1
2,227,aserradero,236.885,118.63900000000001,8
2,227,bano,60.921,59.719,4
2,227,drymill,40.206,38.701,1
2,227,secado,78.991,75.901,1
2,228,aserradero,267.129,134.806,9
2,228,bano,46.355000000000004,45.625,3
2,228,drymill,75.11500000000001,69.868,2
2,229,aserradero,272.32,137.114,9
2,229,bano,29.971,29.415,2
2,229,drymill,72.471,68.048,2
2,229,secado,77.741,75.951,1
2,230,secado,85.322,81.199,1
2,231,aserradero,211.528,105.588,7
2,231,bano,30.124,29.758,2
2,231,drymill,74.76599999999999,71.089,2
2,231,secado,84.193,80.397,1
2,232,aserradero,238.879,119.157,8
2,232,bano,31.481,30.753999999999998,2
2,232,drymill,79.87,75.533,2
2,233,aserradero,182.782,92.45400000000001,6
2,233,bano,15.397,15.397,1
2,233,drymill,76.062,72.344,2
2,233,secado,74.4,71.168,1
2,234,aserradero,206.915,103.725,7
2,234,bano,30.668,30.451,2
2,234,drymill,78.276,73.688,2
2,234,secado,81.003,78.766,1
2,235,aserradero,117.22200000000001,58.826,4
2,235,bano,29.463,28.774,2
2,235,drymill,78.443,74.812,2
2,235,secado,84.967,81.362,1
2,236,aserradero,293.933,146.982,10
2,236,bano,104.354,103.218,7
2,236,drymill,38.722,36.512,1
2,236,secado,75.685,75.034,1
2,237,drymill,37.044,35.995,1
2,238,aserradero,271.685,135.286,9
2,238,bano,59.885000000000005,58.287,4
2,238,drymill,74.63900000000001,71.479,2
2,238,secado,79.914,76.201,1
2,239,aserradero,273.04,136.939,9
2,239,bano,44.137,43.987,3
2,239,drymill,76.511,73.094,2
2,239,secado,80.052,76.713,1
2,240,aserradero,301.86,150.711,10
2,240,bano,15.378,15.378,1
2,240,drymill,57.345,54.306,2
2,240,secado,62.25,59.374,1
2,241,aserradero,181.53199999999998,90.911,6
2,241,bano,30.695999999999998,30.328,2
2,241,drymill,77.03999999999999,74.143,2
2,241,secado,74.521,70.743,1
2,242,aserradero,88.21600000000001,43.867000000000004,3
2,242,secado,84.141,83.386,1
2,243,aserradero,152.421,75.521,5
2,243,bano,13.927,13.927,1
2,243,drymill,75.154,70.069,2
2,244,secado,85.806,83.408,1
2,245,aserradero,248.464,124.25,8
2,245,bano,14.622,14.183,1
2,245,drymill,147.595,142.337,4
2,245,secado,78.372,75.066,2
2,246,aserradero,241.016,120.47800000000001,8
2,246,bano,60.744,59.509,4
2,246,drymill,60.472,57.123,2
2,246,secado,57.977000000000004,56.416,2
2,247,aserradero,214.701,107.895,7
2,247,bano,42.448,41.176,3
2,247,secado,77.045,75.097,1
2,248,aserradero,175.32999999999998,88.463,6
2,248,bano,15.014,15.014,1
2,248,drymill,77.09100000000001,73.138,2
2,248,impregnado,76.251,75.232,2
2,249,aserradero,148.592,73.686,5
2,249,drymill,74.768,70.831,2
2,249,impregnado,76.471,76.155,2
2,249,secado,84.243,81.837,1
2,250,aserradero,60.15,30.134,2
2,250,drymill,42.987,40.086,1
2,250,secado,82.263,80.276,1
2,251,impregnado,38.857,37.793,1
2,252,aserradero,270.36,134.14,9
2,252,bano,30.272,29.442999999999998,2
2,252,drymill,114.124,108.734,3
2,252,impregnado,108.029,106.538,3
2,252,secado,76.248,73.808,1
2,253,aserradero,179.97,90.002,6
2,253,bano,45.387,45.216,3
2,253,drymill,79.72999999999999,75.975,2
2,253,impregnado,35.899,35.541,1
2,253,secado,80.237,77.453,1
2,254,aserradero,117.149,59.184,4
2,254,impregnado,33.97,32.859,1
2,255,aserradero,214.967,106.28800000000001,7
2,255,bano,14.835,14.451,1
2,255,drymill,75.471,70.31200000000001,2
2,255,impregnado,72.476,70.754,2
2,255,secado,77.259,73.103,1
2,256,aserradero,178.619,89.574,6
2,256,bano,14.33,14.33,1
2,256,drymill,79.69,76.606,2
2,256,secado,77.329,76.574,1
2,257,aserradero,121.55799999999999,60.484,4
2,257,bano,14.666,14.574,1
2,257,drymill,79.334,74.99000000000001,2
2,257,impregnado,71.78399999999999,70.622,2
2,257,secado,77.527,75.767,1
2,258,impregnado,73.332,71.80099999999999,2
2,258,secado,83.96300000000001,80.908,2
2,259,aserradero,275.709,137.821,9
2,259,bano,60.479,59.758,4
2,259,drymill,79.852,75.84700000000001,2
2,259,impregnado,74.696,73.513,2
2,260,aserradero,239.905,119.39,8
2,260,drymill,72.846,69.292,2
2,260,secado,76.741,74.435,1
2,261,aserradero,150.937,74.57300000000001,5
2,261,bano,31.262999999999998,31.133000000000003,2
2,261,drymill,81.49199999999999,77.547,2
2,261,secado,81.089,77.085,1
2,262,aserradero,59.335,29.29,2
2,263,aserradero,176.151,88.62,6
2,263,drymill,75.489,72.399,2
2,263,secado,84.213,83.193,1
2,264,aserradero,149.981,75.254,5
2,264,drymill,76.598,73.215,2
2,264,secado,76.491,75.495,1
2,265,secado,83.312,81.616,1
2,266,aserradero,237.702,118.875,8
2,266,bano,45.758,44.957,3
2,266,drymill,80.186,75.327,2
2,267,aserradero,237.529,118.399,8
2,267,bano,61.370000000000005,60.354,4
2,267,drymill,78.517,73.73500000000001,2
2,267,secado,77.686,76.236,1
2,268,aserradero,208.924,104.03,7
2,268,drymill,73.343,69.283,2
2,268,secado,78.944,74.81,1
2,269,aserradero,118.551,60.252,4
2,269,bano,43.712,42.695,3
2,269,drymill,79.503,77.18299999999999,2
2,269,secado,77.543,75.067,1
2,270,aserradero,118.25999999999999,59.632999999999996,4
2,270,secado,84.683,84.049,1
2,271,aserradero,337.412,168.923,11
2,271,bano,150.627,148.298,10
2,271,drymill,77.43299999999999,72.513,2
2,272,aserradero,29.395,14.509,1
2,272,secado,83.259,81.137,1
2,273,aserradero,266.477,132.316,9
2,273,bano,29.048000000000002,28.752000000000002,2
2,273,drymill,155.405,147.879,4
2,273,secado,75.138,74.57,1
2,274,aserradero,275.781,137.636,9
2,274,bano,45.483000000000004,45.088,3
2,274,drymill,77.913,73.884,2
2,274,secado,78.851,75.724,1
2,275,aserradero,247.68,124.152,8
2,275,bano,75.159,73.961,5
2,275,drymill,82.43,78.219,2
2,275,secado,79.748,77.48,1
2,276,aserradero,270.14,136.249,9
2,276,secado,85.092,82.918,1
2,277,aserradero,205.387,101.407,7
2,277,bano,28.369,28.369,2
2,277,drymill,80.795,76.209,2
2,278,aserradero,268.311,133.87,9
2,278,bano,45.342,44.953,3
2,278,drymill,75.876,73.003,2
2,278,secado,75.739,74.861,1
2,279,secado,79.928,79.353,1
2,280,aserradero,150.036,75.139,5
2,280,bano,14.888,14.565,1
2,280,drymill,80.158,76.566,2
2,281,aserradero,150.999,75.738,5
2,281,bano,45.16,44.633,3
2,281,drymill,67.396,63.94,2
2,281,secado,72.854,71.171,1
2,282,aserradero,241.703,120.33500000000001,8
2,282,drymill,59.236999999999995,56.07899999999999,3
2,282,secado,59.743,57.266,3
2,283,aserradero,61.791,31.116,2
2,283,drymill,39.841,37.176,1
2,283,secado,76.155,74.3,1
2,284,aserradero,123.255,61.346000000000004,4
2,284,bano,14.684,14.684,1
2,284,drymill,39.298,37.369,1
2,284,impregnado,75.588,75.41,2
2,285,aserradero,205.433,102.038,7
2,285,bano,30.364,30.125,2
2,285,drymill,81.226,77.97800000000001,2
2,285,impregnado,73.112,71.781,2
2,285,secado,79.959,77.506,1
2,286,secado,78.11,74.182,1
2,287,aserradero,270.757,135.47,9
2,287,bano,45.333,45.176,3
2,287,drymill,156.383,148.624,4
2,287,impregnado,113.251,111.798,3
2,287,secado,76.125,74.746,1
2,288,aserradero,244.419,122.588,8
2,288,bano,30.746000000000002,30.134999999999998,2
2,288,impregnado,38.069,36.946,1
2,288,secado,74.8,71.119,1
2,289,aserradero,152.89,76.237,5
2,289,bano,14.665,14.2,1
2,289,drymill,76.939,74.363,2
2,289,impregnado,74.999,74.098,2
2,290,aserradero,237.062,117.67,8
2,290,bano,61.019999999999996,60.283,4
2,290,drymill,80.924,76.489,2
2,290,impregnado,70.0,69.143,2
2,290,secado,79.667,76.958,1
2,291,aserradero,270.072,135.414,9
2,291,bano,31.231,31.231,2
2,291,drymill,78.14699999999999,73.66499999999999,2
2,291,impregnado,75.162,75.13,2
2,291,secado,76.083,74.199,1
2,293,secado,81.081,79.098,1
2,294,aserradero,239.736,119.33,8
2,294,bano,46.334,46.103,3
2,294,drymill,120.64500000000001,114.589,3
2,294,impregnado,74.179,73.125,2
2,294,secado,95.238,92.47,2
2,295,aserradero,239.877,120.265,8
2,295,bano,15.213,14.91,1
2,295,drymill,53.18,51.224999999999994,2
2,295,impregnado,91.015,89.568,3
2,296,aserradero,151.715,76.722,5
2,296,drymill,79.509,75.509,2
2,296,secado,74.372,71.205,1
2,297,aserradero,121.45,60.713,4
2,297,bano,14.778,14.478,1
2,297,drymill,74.911,71.44800000000001,2
2,297,secado,82.277,80.572,1
2,298,aserradero,89.305,45.108000000000004,3
2,298,bano,15.581,15.468,1
2,298,secado,78.572,78.035,1
2,299,aserradero,270.511,134.568,9
2,299,bano,46.594,46.141999999999996,3
2,299,drymill,78.443,75.779,2
2,300,secado,78.646,76.402,1
2,301,aserradero,266.16,133.426,9
2,301,bano,61.129,60.397999999999996,4
2,301,drymill,156.426,147.637,4
2,301,secado,75.189,72.874,1
2,302,aserradero,152.525,75.992,5
2,302,bano,44.515,43.788000000000004,3
2,302,drymill,76.11099999999999,72.79599999999999,2
2,302,secado,85.051,83.571,1
2,303,aserradero,300.474,150.227,10
2,303,bano,29.091,28.83,2
2,304,aserradero,242.591,120.589,8
2,304,bano,30.409,30.068,2
2,304,drymill,74.73599999999999,70.669,2
2,304,secado,77.542,76.713,1
2,305,aserradero,29.418,14.635,1
2,305,secado,80.666,80.001,1
2,306,aserradero,150.231,75.32900000000001,5
2,306,bano,15.786,15.625,1
2,306,drymill,75.841,71.301,2
2,307,secado,75.136,73.015,1
2,308,aserradero,270.68399999999997,135.403,9
2,308,drymill,148.477,143.074,4
2,308,secado,75.035,74.218,1
2,309,aserradero,301.399,150.673,10
2,309,bano,75.345,73.938,5
2,309,drymill,75.769,72.395,2
2,309,secado,84.95,83.224,1
2,310,aserradero,269.588,134.907,9
2,310,bano,73.52,72.281,5
2,310,drymill,78.842,73.90899999999999,2
2,310,secado,83.922,82.05,1
2,311,aserradero,239.352,118.712,8
2,311,bano,43.326,42.587,3
2,311,drymill,74.786,71.833,2
2,311,secado,77.225,74.821,1
2,312,aserradero,181.98,91.131,6
2,312,bano,30.573,30.365000000000002,2
2,312,secado,77.441,74.001,1
2,313,aserradero,271.879,136.225,9
2,313,bano,89.407,88.448,6
2,313,drymill,79.638,76.013,2
2,314,secado,107.943,104.59400000000001,2
2,315,aserradero,304.072,151.535,10
2,315,bano,60.837,60.171,4
2,315,drymill,102.699,96.681,3
2,316,aserradero,272.25,137.06,9
2,316,bano,15.598,15.386,1
2,316,drymill,76.407,73.586,2
2,316,impregnado,76.08099999999999,74.999,2
2,316,secado,74.806,70.814,1
2,317,aserradero,203.142,102.554,7
2,317,bano,30.749000000000002,30.744,2
2,317,drymill,75.54599999999999,71.213,2
2,317,impregnado,73.863,72.612,2
2,317,secado,78.722,78.051,1
2,318,aserradero,116.964,58.851,4
2,318,bano,43.803,43.184,3
2,318,drymill,41.405,39.748,1
2,318,secado,74.512,71.76,1
2,319,aserradero,267.142,134.782,9
2,319,bano,45.396,44.516000000000005,3
2,319,drymill,38.196,36.254,1
2,319,impregnado,74.868,74.445,2
2,320,aserradero,296.599,147.703,10
2,320,bano,74.654,73.203,5
2,320,drymill,73.46600000000001,70.12899999999999,2
2,320,impregnado,73.65899999999999,73.37899999999999,2
2,320,secado,84.552,82.129,1
2,321,secado,77.508,73.973,1
2,322,aserradero,267.123,134.459,9
2,322,bano,15.331,14.823,1
2,322,drymill,153.949,146.648,4
2,322,impregnado,113.649,113.649,3
2,322,secado,76.689,74.766,1
2,323,aserradero,244.612,122.019,8
2,323,bano,58.553,57.746,4
2,323,drymill,78.732,74.599,2
2,323,impregnado,74.212,74.184,2
2,323,secado,74.039,70.742,1
2,324,aserradero,183.202,91.331,6
2,324,drymill,40.24,37.359,1
2,324,impregnado,36.184,35.141,1
2,324,secado,76.203,74.217,1
2,325,aserradero,151.082,76.126,5
2,325,bano,14.08,14.08,1
2,325,drymill,85.55199999999999,82.009,3
2,325,impregnado,117.631,115.676,4
2,325,secado,51.221000000000004,50.175,2
2,326,aserradero,120.015,60.426,4
2,326,bano,14.181,14.117,1
2,327,aserradero,271.845,135.936,9
2,327,bano,60.195,59.741,4
2,327,drymill,76.21700000000001,71.49600000000001,2
2,327,secado,80.508,77.126,1
2,328,secado,84.971,81.523,1
2,329,aserradero,240.74099999999999,120.374,8
2,329,bano,57.497,57.239,4
2,329,drymill,154.537,146.067,4
2,329,secado,77.101,75.024,1
2,330,aserradero,239.256,120.66,8
2,330,drymill,39.903,36.961,1
2,330,secado,84.849,81.453,1
2,331,aserradero,119.799,59.769,4
2,331,drymill,38.839,36.457,1
2,332,aserradero,118.372,59.726,4
2,332,bano,16.117,15.797,1
2,332,drymill,76.70500000000001,73.602,2
2,332,secado,80.384,77.225,1
2,333,aserradero,89.837,44.824,3
2,333,bano,15.589,15.101,1
2,333,secado,78.24,74.217,1
2,334,aserradero,183.412,91.834,6
2,334,drymill,80.25,75.274,2
2,335,secado,77.438,73.75,1
2,336,aserradero,267.483,134.071,9
2,336,bano,44.582,43.927,3
2,336,drymill,155.385,148.527,4
2,336,secado,80.776,78.994,1
2,337,aserradero,235.192,118.03999999999999,8
2,337,bano,45.826,45.147999999999996,3
2,337,drymill,78.285,75.499,2
2,337,secado,74.064,70.36,1
2,338,aserradero,237.947,118.725,8
2,338,bano,46.001,45.829,3
2,338,secado,85.783,83.291,1
2,339,aserradero,265.108,133.21,9
2,339,bano,58.92,58.472,4
2,339,drymill,80.506,77.83699999999999,2
2,340,aserradero,178.412,90.181,6
2,340,bano,15.137,15.137,1
2,340,drymill,76.83500000000001,73.211,2
2,340,secado,74.845,73.249,1
2,341,aserradero,63.281,31.536,2
2,341,bano,15.794,15.468,1
2,341,drymill,37.706,36.574,1
2,341,secado,85.122,82.407,1
2,343,aserradero,242.71300000000002,121.844,8
2,343,bano,60.048,59.549,4
2,343,drymill,113.707,108.434,3
2,343,secado,114.08600000000001,111.083,2
2,344,aserradero,300.492,150.236,10
2,344,bano,73.485,72.451,5
2,344,drymill,67.727,64.421,2
2,344,secado,42.760999999999996,42.037,2
2,345,aserradero,239.584,120.751,8
2,345,drymill,28.1,26.84,1
2,345,secado,15.739,15.442,1
2,346,aserradero,178.786,89.355,6
2,346,bano,28.354,28.354,2
2,346,drymill,79.275,75.41,2
2,346,impregnado,72.051,70.979,2
2,346,secado,85.68,85.04,1
2,347,aserradero,117.166,58.661,4
2,347,bano,14.094,13.892,1
2,347,drymill,80.307,77.834,2
2,347,impregnado,37.182,36.952,1
2,347,secado,84.919,83.98,1
2,348,aserradero,121.943,61.003,4
2,348,bano,14.368,14.368,1
2,348,impregnado,36.662,36.505,1
2,349,secado,77.243,74.711,1
2,350,aserradero,270.2,134.387,9
2,350,bano,29.511,28.654,2
2,350,drymill,152.871,144.159,4
2,350,impregnado,112.356,111.343,3
2,350,secado,85.871,83.442,1
2,351,aserradero,210.483,104.782,7
2,351,drymill,81.957,76.112,2
2,351,impregnado,73.13499999999999,72.27,2
2,351,secado,79.135,76.903,1
2,352,aserradero,56.766000000000005,28.343,2
2,352,impregnado,37.91,37.036,1
2,353,aserradero,237.179,118.955,8
2,353,bano,46.044,45.495,3
2,353,drymill,78.311,75.072,2
2,353,impregnado,73.251,72.02799999999999,2
2,353,secado,75.562,72.498,1
2,354,aserradero,269.68,134.911,9
2,354,bano,44.912,44.223,3
2,354,drymill,80.279,76.643,2
2,354,impregnado,78.08600000000001,77.195,2
2,354,secado,82.199,80.747,1
2,355,aserradero,151.246,75.681,5
2,355,bano,30.169,29.607,2
2,355,drymill,78.336,73.656,2
2,355,impregnado,71.619,71.496,2
2,355,secado,84.44,83.443,1
2,356,aserradero,32.098,16.214,1
2,356,secado,81.528,80.266,1
2,357,aserradero,179.685,90.217,6
2,357,drymill,80.551,76.626,2
2,357,impregnado,78.22,77.925,2
2,358,aserradero,183.983,91.674,6
2,358,bano,61.114000000000004,59.525,4
2,358,drymill,71.494,68.477,2
2,358,impregnado,68.922,67.553,2
2,358,secado,72.282,69.455,1
2,359,aserradero,238.799,119.36099999999999,8
2,359,bano,44.283,43.68,3
2,359,drymill,59.953,56.833,2
2,359,impregnado,52.488,51.611000000000004,2
2,359,secado,60.21,59.291,2
2,360,aserradero,87.256,43.597,3
2,361,aserradero,210.681,104.58,7
2,361,bano,29.762,29.366,2
2,361,drymill,75.249,71.92,2
2,361,secado,78.761,78.174,1
2,362,aserradero,208.741,104.057,7
2,362,bano,30.652,30.293999999999997,2
2,362,drymill,80.074,75.249,2
2,362,secado,82.552,78.307,1
2,363,secado,75.863,72.934,1
2,364,aserradero,210.346,104.70100000000001,7
2,364,bano,15.397,14.942,1
2,364,drymill,80.316,75.955,2
2,364,secado,85.633,81.843,1
3,0,aserradero,186.58100000000002,93.037,9
3,0,bano,9.808,9.698,3
3,0,drymill,29.457,27.988,2
3,0,impregnado,27.031,26.479,2
3,0,secado,29.731,29.097,2
3,1,aserradero,149.409,75.017,5
3,1,bano,30.865000000000002,29.932000000000002,2
3,1,drymill,53.9,51.287,3
3,1,secado,55.961,54.410000000000004,2
3,2,aserradero,197.931,99.23,8
3,2,bano,62.834,61.57,4
3,2,drymill,47.467,45.205,3
3,2,impregnado,14.219,13.862,1
3,2,secado,51.948,50.747,4
3,3,aserradero,259.11899999999997,130.032,9
3,3,bano,70.864,70.509,5
3,3,drymill,44.668,42.016000000000005,2
3,3,impregnado,13.883,13.491,1
3,3,secado,61.779,59.653000000000006,3
3,4,aserradero,175.336,87.937,7
3,4,bano,28.032,27.634999999999998,2
3,4,drymill,32.635,30.541,3
3,4,impregnado,13.321,13.321,1
3,4,secado,18.43,17.797,2
3,5,aserradero,185.96699999999998,92.362,7
3,5,bano,60.377,59.544,4
3,5,drymill,48.088,44.865,3
3,5,impregnado,46.015,44.800000000000004,3
3,5,secado,47.246,45.754000000000005,3
3,6,secado,53.079,51.870000000000005,2
3,7,aserradero,270.235,135.425,9
3,7,bano,71.046,70.108,5
3,7,drymill,68.147,63.690999999999995,3
3,7,secado,15.42,15.178,1
3,8,aserradero,57.885000000000005,28.972,2
3,8,bano,14.937,14.937,1
3,8,drymill,57.357,54.669000000000004,3
3,8,secado,59.157,58.147999999999996,3
3,9,aserradero,277.291,137.469,10
3,9,bano,14.084,14.076,2
3,9,drymill,43.862,41.694,3
3,9,secado,43.482,42.524,3
3,10,aserradero,156.752,78.65100000000001,8
3,10,bano,15.672,15.178,1
3,10,drymill,58.698,55.132000000000005,2
3,10,secado,61.499,59.021,2
3,11,aserradero,267.751,134.333,9
3,11,bano,29.308,28.859,2
3,11,drymill,37.335,35.911,2
3,11,impregnado,65.782,65.656,3
3,11,secado,39.806,38.314,2
3,12,aserradero,243.11,121.878,10
3,12,bano,39.7,39.133,3
3,12,drymill,67.707,65.32,2
3,12,secado,66.753,64.9,1
3,13,secado,46.617,45.922,1
3,14,aserradero,149.35399999999998,74.436,5
3,14,bano,14.803,14.703,1
3,14,drymill,101.482,97.976,3
3,14,secado,51.374,49.154,1
3,15,aserradero,248.925,124.42699999999999,9
3,15,bano,15.647,15.647,1
3,15,drymill,67.92099999999999,65.38300000000001,2
3,15,impregnado,68.922,67.922,2
3,15,secado,69.838,67.071,2
3,16,aserradero,293.319,145.861,10
3,16,bano,44.033,44.033,3
3,16,drymill,99.189,94.051,4
3,16,secado,100.95599999999999,99.226,3
3,17,aserradero,221.606,111.089,9
3,17,bano,42.882,42.688,3
3,17,drymill,43.232,41.316,2
3,17,secado,70.22200000000001,68.554,3
3,18,aserradero,157.183,78.0,6
3,18,bano,57.156000000000006,56.619,4
3,18,drymill,72.43299999999999,69.407,3
3,18,secado,48.153000000000006,46.351,2
3,19,aserradero,271.696,135.848,10
3,19,bano,44.268,44.111000000000004,3
3,20,secado,78.612,75.889,1
3,21,aserradero,148.542,74.467,7
3,21,bano,27.768,27.354,2
3,21,drymill,152.852,143.917,4
3,21,impregnado,114.91900000000001,114.293,3
3,21,secado,71.534,69.388,1
3,22,aserradero,217.905,109.35,9
3,22,bano,43.656,42.974000000000004,3
3,22,drymill,54.444,52.503,2
3,22,impregnado,31.554,31.033,1
3,22,secado,113.004,109.68299999999999,2
3,23,aserradero,206.276,102.761,8
3,23,bano,58.823,57.812,5
3,23,drymill,98.886,93.439,4
3,23,secado,49.909,48.245000000000005,2
3,24,aserradero,156.754,78.03399999999999,7
3,24,bano,28.197,27.552999999999997,2
3,24,drymill,61.278999999999996,57.296,3
3,24,impregnado,35.436,34.69,1
3,24,secado,67.244,64.173,2
3,25,aserradero,181.345,90.846,7
3,25,drymill,48.076,45.870999999999995,2
3,25,impregnado,51.125,50.657,2
3,25,secado,50.126,48.564,2
3,26,aserradero,140.59,69.739,6
3,26,bano,25.552,25.116,2
3,26,drymill,58.116,54.861999999999995,2
3,26,secado,60.417,59.465,2
3,27,secado,51.317,49.608000000000004,2
3,28,aserradero,160.788,80.396,7
3,28,bano,45.093,44.921,4
3,28,drymill,68.173,65.431,3
3,28,impregnado,17.332,16.817,1
3,28,secado,16.092,15.512,1
3,29,aserradero,180.867,90.523,7
3,29,bano,13.937,13.681,1
3,29,drymill,45.556,43.855000000000004,2
3,29,impregnado,45.196,44.262,2
3,29,secado,64.692,62.870999999999995,3
3,30,aserradero,196.531,98.16499999999999,8
3,30,bano,32.178,32.015,3
3,30,drymill,43.063,41.128,2
3,30,secado,30.432,30.119,1
3,31,aserradero,137.711,69.737,5
3,31,drymill,65.66900000000001,62.212999999999994,2
3,31,impregnado,62.162,62.162,2
3,31,secado,70.113,68.68199999999999,2
3,32,aserradero,306.186,152.385,10
3,32,bano,14.39,14.271,1
3,32,drymill,40.373,38.397,1
3,32,secado,38.875,38.14,1
3,33,aserradero,268.83,134.275,9
3,33,bano,44.144999999999996,43.504,3
3,33,drymill,28.55,26.91,1
3,33,secado,29.657,29.039,1
3,35,aserradero,143.578,71.833,7
3,35,bano,38.306,38.251,4
3,35,drymill,80.487,76.40100000000001,2
3,35,secado,82.609,79.733,1
3,36,aserradero,269.619,134.766,9
3,36,bano,14.345,14.232,1
3,36,drymill,76.695,71.49199999999999,2
3,36,secado,124.081,121.465,2
3,37,aserradero,259.606,130.041,9
3,37,bano,39.426,38.858999999999995,3
3,37,drymill,40.508,38.959,2
3,38,aserradero,183.994,91.666,7
3,38,bano,29.986,29.708,2
3,38,drymill,76.062,71.102,2
3,38,secado,70.419,69.26,1
3,39,aserradero,162.253,81.376,6
3,39,bano,25.56,25.137999999999998,2
3,39,drymill,74.47800000000001,69.625,2
3,39,secado,74.112,72.559,1
3,40,aserradero,272.64,137.029,10
3,40,bano,46.035,45.688,3
3,40,drymill,37.103,35.639,1
3,40,secado,76.149,73.179,1
3,41,aserradero,31.15,15.288,1
3,42,aserradero,239.632,119.822,9
3,42,bano,26.749000000000002,26.682000000000002,3
3,42,drymill,152.227,145.414,4
3,42,secado,116.655,113.887,2
3,43,aserradero,164.164,82.188,7
3,43,bano,30.898,30.712,2
3,43,drymill,46.16,44.131,3
3,43,secado,42.834,42.312,1
3,44,aserradero,245.523,123.40299999999999,9
3,44,bano,47.685,47.685,4
3,44,drymill,70.214,66.891,3
3,44,secado,74.761,73.183,3
3,45,aserradero,247.769,124.364,10
3,45,bano,48.966,48.476,4
3,45,secado,30.135,28.622,1
3,46,aserradero,207.115,102.41,8
3,46,bano,44.342,44.073,3
3,46,drymill,30.258,29.31,1
3,46,secado,57.655,56.978,1
3,47,aserradero,119.181,60.631,6
3,47,bano,15.035,15.025,2
3,47,drymill,61.497,57.334999999999994,2
3,47,secado,52.988,51.188,1
3,48,aserradero,31.019,15.37,1
3,48,drymill,38.528,37.241,1
3,48,secado,50.918000000000006,50.286,2
3,49,aserradero,212.826,106.517,9
3,49,bano,28.089,27.759999999999998,2
3,49,drymill,58.010000000000005,55.134,2
3,50,aserradero,283.691,140.1,10
3,50,bano,61.539,60.791,4
3,50,drymill,80.01400000000001,75.912,2
3,50,impregnado,77.965,77.41399999999999,2
3,50,secado,82.698,80.061,1
3,51,aserradero,224.053,112.114,8
3,51,bano,49.971000000000004,49.187,4
3,51,drymill,72.289,69.19,2
3,51,impregnado,73.35,72.217,2
3,51,secado,82.576,80.827,1
3,52,aserradero,221.428,111.738,10
3,52,bano,38.15,37.652,4
3,52,drymill,79.095,76.726,2
3,52,impregnado,76.916,75.286,2
3,52,secado,81.784,77.654,1
3,53,aserradero,136.265,68.235,5
3,53,bano,13.779,13.623,1
3,53,drymill,41.159,39.144,1
3,53,secado,80.434,78.807,1
3,54,aserradero,226.065,114.04299999999999,10
3,54,bano,46.503,46.503,3
3,54,drymill,58.015,54.71,2
3,54,impregnado,96.846,94.841,3
3,54,secado,19.729,18.852,1
3,55,secado,80.721,77.248,1
3,56,aserradero,171.046,85.539,8
3,56,bano,16.707,16.655,2
3,56,drymill,75.55799999999999,71.967,2
3,57,aserradero,184.372,91.412,8
3,57,bano,42.63,42.249,4
3,57,drymill,77.828,74.178,2
3,57,secado,78.47,74.499,1
3,58,aserradero,217.072,108.43,10
3,58,bano,58.396,57.671,5
3,58,drymill,80.825,77.592,2
3,58,secado,79.688,75.911,1
3,59,aserradero,152.85899999999998,75.959,6
3,60,aserradero,176.799,87.63499999999999,6
3,60,bano,15.865,15.865,1
3,60,drymill,79.465,74.37,2
3,60,secado,141.96200000000002,135.997,2
3,61,aserradero,267.355,133.2,9
3,61,bano,46.412,46.122,3
3,61,drymill,85.493,80.592,3
3,61,secado,27.838,27.132,1
3,62,aserradero,31.566,15.876,1
3,62,secado,85.577,83.355,1
3,63,aserradero,150.838,75.431,7
3,63,bano,45.8,45.504,4
3,63,drymill,117.536,109.284,3
3,63,impregnado,77.138,75.92099999999999,2
3,63,secado,85.932,81.373,1
3,64,aserradero,207.821,104.291,9
3,64,bano,28.777,28.037,3
3,64,drymill,38.971,37.509,1
3,64,impregnado,73.69800000000001,72.262,2
3,64,secado,85.696,81.265,1
3,65,aserradero,195.076,97.856,8
3,65,bano,45.013,44.115,4
3,65,drymill,78.56,74.283,2
3,65,impregnado,74.325,74.325,2
3,66,aserradero,254.021,126.87,9
3,66,bano,31.905,30.887999999999998,2
3,66,drymill,123.623,117.156,5
3,66,impregnado,109.59400000000001,108.28399999999999,4
3,66,secado,121.709,118.37599999999999,4
3,67,aserradero,161.853,80.359,7
3,67,bano,45.635000000000005,44.553,3
3,68,aserradero,212.102,106.53699999999999,9
3,68,bano,19.263,19.19,2
3,68,drymill,77.655,73.914,2
3,68,secado,79.486,78.167,1
3,69,secado,82.922,79.447,1
3,70,aserradero,188.739,93.604,7
3,70,bano,17.855,17.776,2
3,70,drymill,74.13,69.33699999999999,2
3,71,aserradero,295.381,147.653,11
3,71,bano,72.898,72.028,5
3,71,drymill,80.959,78.31,2
3,71,secado,77.788,73.572,1
3,72,aserradero,103.749,51.699,4
3,72,bano,13.768,13.446,1
